date,year,quarter,month,state_code,state_name,vehicle_category,manufacturer,registrations
2022-01-01,2022,Q1,1,KA,Karnataka,4W,Mahindra,1366
2022-01-01,2022,Q1,1,KA,Karnataka,4W,Honda,1626
2022-01-01,2022,Q1,1,KA,Karnataka,4W,Toyota,1041
2022-01-01,2022,Q1,1,TN,Tamil Nadu,2W,Hero,13989
2022-01-01,2022,Q1,1,TN,Tamil Nadu,2W,Honda,9760
2022-01-01,2022,Q1,1,TN,Tamil Nadu,2W,Bajaj,3741
2022-01-01,2022,Q1,1,TN,Tamil Nadu,2W,TVS,3416
2022-01-01,2022,Q1,1,TN,Tamil Nadu,2W,Yamaha,3172
2022-01-01,2022,Q1,1,TN,Tamil Nadu,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,TN,Tamil Nadu,3W,Bajaj,1403
2022-01-01,2022,Q1,1,TN,Tamil Nadu,3W,TVS,1138
2022-01-01,2022,Q1,1,TN,Tamil Nadu,3W,Mahindra,910
2022-01-01,2022,Q1,1,TN,Tamil Nadu,3W,Piaggio,488
2022-01-01,2022,Q1,1,TN,Tamil Nadu,3W,Force Motors,536
2022-01-01,2022,Q1,1,TN,Tamil Nadu,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,TN,Tamil Nadu,4W,Hyundai,1870
2022-01-01,2022,Q1,1,TN,Tamil Nadu,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,TN,Tamil Nadu,4W,Mahindra,1366
2022-01-01,2022,Q1,1,TN,Tamil Nadu,4W,Honda,1626
2022-01-01,2022,Q1,1,TN,Tamil Nadu,4W,Toyota,1041
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,2W,Hero,13989
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,2W,Honda,9760
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,2W,Bajaj,3741
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,2W,TVS,3416
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,2W,Yamaha,3172
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,3W,Bajaj,1403
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,3W,TVS,1138
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,3W,Mahindra,910
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,3W,Piaggio,488
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,3W,Force Motors,536
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,4W,Hyundai,1870
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,4W,Mahindra,1366
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,4W,Honda,1626
2022-01-01,2022,Q1,1,UP,Uttar Pradesh,4W,Toyota,1041
2022-01-01,2022,Q1,1,GJ,Gujarat,2W,Hero,13989
2022-01-01,2022,Q1,1,GJ,Gujarat,2W,Honda,9760
2022-01-01,2022,Q1,1,GJ,Gujarat,2W,Bajaj,3741
2022-01-01,2022,Q1,1,GJ,Gujarat,2W,TVS,3416
2022-01-01,2022,Q1,1,GJ,Gujarat,2W,Yamaha,3172
2022-01-01,2022,Q1,1,GJ,Gujarat,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,GJ,Gujarat,3W,Bajaj,1403
2022-01-01,2022,Q1,1,GJ,Gujarat,3W,TVS,1138
2022-01-01,2022,Q1,1,GJ,Gujarat,3W,Mahindra,910
2022-01-01,2022,Q1,1,GJ,Gujarat,3W,Piaggio,488
2022-01-01,2022,Q1,1,GJ,Gujarat,3W,Force Motors,536
2022-01-01,2022,Q1,1,GJ,Gujarat,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,GJ,Gujarat,4W,Hyundai,1870
2022-01-01,2022,Q1,1,GJ,Gujarat,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,GJ,Gujarat,4W,Mahindra,1366
2022-01-01,2022,Q1,1,GJ,Gujarat,4W,Honda,1626
2022-01-01,2022,Q1,1,GJ,Gujarat,4W,Toyota,1041
2022-01-01,2022,Q1,1,RJ,Rajasthan,2W,Hero,13989
2022-01-01,2022,Q1,1,RJ,Rajasthan,2W,Honda,9760
2022-01-01,2022,Q1,1,RJ,Rajasthan,2W,Bajaj,3741
2022-01-01,2022,Q1,1,RJ,Rajasthan,2W,TVS,3416
2022-01-01,2022,Q1,1,RJ,Rajasthan,2W,Yamaha,3172
2022-01-01,2022,Q1,1,RJ,Rajasthan,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,RJ,Rajasthan,3W,Bajaj,1403
2022-01-01,2022,Q1,1,RJ,Rajasthan,3W,TVS,1138
2022-01-01,2022,Q1,1,RJ,Rajasthan,3W,Mahindra,910
2022-01-01,2022,Q1,1,RJ,Rajasthan,3W,Piaggio,488
2022-01-01,2022,Q1,1,RJ,Rajasthan,3W,Force Motors,536
2022-01-01,2022,Q1,1,RJ,Rajasthan,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,RJ,Rajasthan,4W,Hyundai,1870
2022-01-01,2022,Q1,1,RJ,Rajasthan,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,RJ,Rajasthan,4W,Mahindra,1366
2022-01-01,2022,Q1,1,RJ,Rajasthan,4W,Honda,1626
2022-01-01,2022,Q1,1,RJ,Rajasthan,4W,Toyota,1041
2022-01-01,2022,Q1,1,WB,West Bengal,2W,Hero,13989
2022-01-01,2022,Q1,1,WB,West Bengal,2W,Honda,9760
2022-01-01,2022,Q1,1,WB,West Bengal,2W,Bajaj,3741
2022-01-01,2022,Q1,1,WB,West Bengal,2W,TVS,3416
2022-01-01,2022,Q1,1,WB,West Bengal,2W,Yamaha,3172
2022-01-01,2022,Q1,1,WB,West Bengal,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,WB,West Bengal,3W,Bajaj,1403
2022-01-01,2022,Q1,1,WB,West Bengal,3W,TVS,1138
2022-01-01,2022,Q1,1,WB,West Bengal,3W,Mahindra,910
2022-01-01,2022,Q1,1,WB,West Bengal,3W,Piaggio,488
2022-01-01,2022,Q1,1,WB,West Bengal,3W,Force Motors,536
2022-01-01,2022,Q1,1,WB,West Bengal,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,WB,West Bengal,4W,Hyundai,1870
2022-01-01,2022,Q1,1,WB,West Bengal,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,WB,West Bengal,4W,Mahindra,1366
2022-01-01,2022,Q1,1,WB,West Bengal,4W,Honda,1626
2022-01-01,2022,Q1,1,WB,West Bengal,4W,Toyota,1041
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,2W,Hero,13989
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,2W,Honda,9760
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,2W,Bajaj,3741
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,2W,TVS,3416
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,2W,Yamaha,3172
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,3W,Bajaj,1403
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,3W,TVS,1138
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,3W,Mahindra,910
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,3W,Piaggio,488
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,3W,Force Motors,536
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,4W,Hyundai,1870
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,4W,Mahindra,1366
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,4W,Honda,1626
2022-01-01,2022,Q1,1,AP,Andhra Pradesh,4W,Toyota,1041
2022-01-01,2022,Q1,1,TS,Telangana,2W,Hero,13989
2022-01-01,2022,Q1,1,TS,Telangana,2W,Honda,9760
2022-01-01,2022,Q1,1,TS,Telangana,2W,Bajaj,3741
2022-01-01,2022,Q1,1,TS,Telangana,2W,TVS,3416
2022-01-01,2022,Q1,1,TS,Telangana,2W,Yamaha,3172
2022-01-01,2022,Q1,1,TS,Telangana,2W,Royal Enfield,1667
2022-01-01,2022,Q1,1,TS,Telangana,3W,Bajaj,1403
2022-01-01,2022,Q1,1,TS,Telangana,3W,TVS,1138
2022-01-01,2022,Q1,1,TS,Telangana,3W,Mahindra,910
2022-01-01,2022,Q1,1,TS,Telangana,3W,Piaggio,488
2022-01-01,2022,Q1,1,TS,Telangana,3W,Force Motors,536
2022-01-01,2022,Q1,1,TS,Telangana,4W,Maruti Suzuki,4270
2022-01-01,2022,Q1,1,TS,Telangana,4W,Hyundai,1870
2022-01-01,2022,Q1,1,TS,Telangana,4W,Tata Motors,1403
2022-01-01,2022,Q1,1,TS,Telangana,4W,Mahindra,1366
2022-01-01,2022,Q1,1,TS,Telangana,4W,Honda,1626
2022-01-01,2022,Q1,1,TS,Telangana,4W,Toyota,1041
2022-02-01,2022,Q1,2,DL,Delhi,2W,Hero,6944
2022-02-01,2022,Q1,2,DL,Delhi,2W,Honda,6696
2022-02-01,2022,Q1,2,DL,Delhi,2W,Bajaj,4629
2022-02-01,2022,Q1,2,DL,Delhi,2W,TVS,2604
2022-02-01,2022,Q1,2,DL,Delhi,2W,Yamaha,3389
2022-02-01,2022,Q1,2,DL,Delhi,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,DL,Delhi,3W,Bajaj,1736
2022-02-01,2022,Q1,2,DL,Delhi,3W,TVS,868
2022-02-01,2022,Q1,2,DL,Delhi,3W,Mahindra,1190
2022-02-01,2022,Q1,2,DL,Delhi,3W,Piaggio,669
2022-02-01,2022,Q1,2,DL,Delhi,3W,Force Motors,578
2022-02-01,2022,Q1,2,DL,Delhi,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,DL,Delhi,4W,Hyundai,3224
2022-02-01,2022,Q1,2,DL,Delhi,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,DL,Delhi,4W,Mahindra,1785
2022-02-01,2022,Q1,2,DL,Delhi,4W,Honda,1116
2022-02-01,2022,Q1,2,DL,Delhi,4W,Toyota,1058
2022-02-01,2022,Q1,2,MH,Maharashtra,2W,Hero,6944
2022-02-01,2022,Q1,2,MH,Maharashtra,2W,Honda,6696
2022-02-01,2022,Q1,2,MH,Maharashtra,2W,Bajaj,4629
2022-02-01,2022,Q1,2,MH,Maharashtra,2W,TVS,2604
2022-02-01,2022,Q1,2,MH,Maharashtra,2W,Yamaha,3389
2022-02-01,2022,Q1,2,MH,Maharashtra,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,MH,Maharashtra,3W,Bajaj,1736
2022-02-01,2022,Q1,2,MH,Maharashtra,3W,TVS,868
2022-02-01,2022,Q1,2,MH,Maharashtra,3W,Mahindra,1190
2022-02-01,2022,Q1,2,MH,Maharashtra,3W,Piaggio,669
2022-02-01,2022,Q1,2,MH,Maharashtra,3W,Force Motors,578
2022-02-01,2022,Q1,2,MH,Maharashtra,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,MH,Maharashtra,4W,Hyundai,3224
2022-02-01,2022,Q1,2,MH,Maharashtra,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,MH,Maharashtra,4W,Mahindra,1785
2022-02-01,2022,Q1,2,MH,Maharashtra,4W,Honda,1116
2022-02-01,2022,Q1,2,MH,Maharashtra,4W,Toyota,1058
2022-02-01,2022,Q1,2,KA,Karnataka,2W,Hero,6944
2022-02-01,2022,Q1,2,KA,Karnataka,2W,Honda,6696
2022-02-01,2022,Q1,2,KA,Karnataka,2W,Bajaj,4629
2022-02-01,2022,Q1,2,KA,Karnataka,2W,TVS,2604
2022-02-01,2022,Q1,2,KA,Karnataka,2W,Yamaha,3389
2022-02-01,2022,Q1,2,KA,Karnataka,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,KA,Karnataka,3W,Bajaj,1736
2022-02-01,2022,Q1,2,KA,Karnataka,3W,TVS,868
2022-02-01,2022,Q1,2,KA,Karnataka,3W,Mahindra,1190
2022-02-01,2022,Q1,2,KA,Karnataka,3W,Piaggio,669
2022-02-01,2022,Q1,2,KA,Karnataka,3W,Force Motors,578
2022-02-01,2022,Q1,2,KA,Karnataka,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,KA,Karnataka,4W,Hyundai,3224
2022-02-01,2022,Q1,2,KA,Karnataka,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,KA,Karnataka,4W,Mahindra,1785
2022-02-01,2022,Q1,2,KA,Karnataka,4W,Honda,1116
2022-02-01,2022,Q1,2,KA,Karnataka,4W,Toyota,1058
2022-02-01,2022,Q1,2,TN,Tamil Nadu,2W,Hero,6944
2022-02-01,2022,Q1,2,TN,Tamil Nadu,2W,Honda,6696
2022-02-01,2022,Q1,2,TN,Tamil Nadu,2W,Bajaj,4629
2022-02-01,2022,Q1,2,TN,Tamil Nadu,2W,TVS,2604
2022-02-01,2022,Q1,2,TN,Tamil Nadu,2W,Yamaha,3389
2022-02-01,2022,Q1,2,TN,Tamil Nadu,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,TN,Tamil Nadu,3W,Bajaj,1736
2022-02-01,2022,Q1,2,TN,Tamil Nadu,3W,TVS,868
2022-02-01,2022,Q1,2,TN,Tamil Nadu,3W,Mahindra,1190
2022-02-01,2022,Q1,2,TN,Tamil Nadu,3W,Piaggio,669
2022-02-01,2022,Q1,2,TN,Tamil Nadu,3W,Force Motors,578
2022-02-01,2022,Q1,2,TN,Tamil Nadu,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,TN,Tamil Nadu,4W,Hyundai,3224
2022-02-01,2022,Q1,2,TN,Tamil Nadu,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,TN,Tamil Nadu,4W,Mahindra,1785
2022-02-01,2022,Q1,2,TN,Tamil Nadu,4W,Honda,1116
2022-02-01,2022,Q1,2,TN,Tamil Nadu,4W,Toyota,1058
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Hero,6944
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Honda,6696
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Bajaj,4629
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,TVS,2604
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Yamaha,3389
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Bajaj,1736
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,TVS,868
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Mahindra,1190
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Piaggio,669
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Force Motors,578
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Hyundai,3224
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Mahindra,1785
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Honda,1116
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Toyota,1058
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Hero,6944
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Honda,6696
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Bajaj,4629
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,TVS,2604
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Yamaha,3389
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Bajaj,1736
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,TVS,868
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Mahindra,1190
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Piaggio,669
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Force Motors,578
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Hyundai,3224
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Mahindra,1785
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Honda,1116
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Toyota,1058
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Hero,6944
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Honda,6696
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Bajaj,4629
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,TVS,2604
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Yamaha,3389
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Bajaj,1736
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,TVS,868
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Mahindra,1190
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Piaggio,669
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Force Motors,578
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Hyundai,3224
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Mahindra,1785
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Honda,1116
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Toyota,1058
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Hero,6944
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Honda,6696
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Bajaj,4629
2022-02-01,2022,Q1,2,WB,West Bengal,2W,TVS,2604
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Yamaha,3389
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Bajaj,1736
2022-02-01,2022,Q1,2,WB,West Bengal,3W,TVS,868
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Mahindra,1190
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Piaggio,669
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Force Motors,578
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Hyundai,3224
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Mahindra,1785
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Honda,1116
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Toyota,1058
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Hero,6944
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Honda,6696
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Bajaj,4629
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,TVS,2604
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Yamaha,3389
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Bajaj,1736
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,TVS,868
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Mahindra,1190
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Piaggio,669
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Force Motors,578
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Hyundai,3224
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Mahindra,1785
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Honda,1116
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Toyota,1058
2022-02-01,2022,Q1,2,TS,Telangana,2W,Hero,6944
2022-02-01,2022,Q1,2,TS,Telangana,2W,Honda,6696
2022-02-01,2022,Q1,2,TS,Telangana,2W,Bajaj,4629
2022-02-01,2022,Q1,2,TS,Telangana,2W,TVS,2604
2022-02-01,2022,Q1,2,TS,Telangana,2W,Yamaha,3389
2022-02-01,2022,Q1,2,TS,Telangana,2W,Royal Enfield,1157
2022-02-01,2022,Q1,2,TS,Telangana,3W,Bajaj,1736
2022-02-01,2022,Q1,2,TS,Telangana,3W,TVS,868
2022-02-01,2022,Q1,2,TS,Telangana,3W,Mahindra,1190
2022-02-01,2022,Q1,2,TS,Telangana,3W,Piaggio,669
2022-02-01,2022,Q1,2,TS,Telangana,3W,Force Motors,578
2022-02-01,2022,Q1,2,TS,Telangana,4W,Maruti Suzuki,5456
2022-02-01,2022,Q1,2,TS,Telangana,4W,Hyundai,3224
2022-02-01,2022,Q1,2,TS,Telangana,4W,Tata Motors,2108
2022-02-01,2022,Q1,2,TS,Telangana,4W,Mahindra,1785
2022-02-01,2022,Q1,2,TS,Telangana,4W,Honda,1116
2022-02-01,2022,Q1,2,TS,Telangana,4W,Toyota,1058
2022-03-01,2022,Q1,3,DL,Delhi,2W,Hero,14112
2022-03-01,2022,Q1,3,DL,Delhi,2W,Honda,7560
2022-03-01,2022,Q1,3,DL,Delhi,2W,Bajaj,5544
2022-03-01,2022,Q1,3,DL,Delhi,2W,TVS,3906
2022-03-01,2022,Q1,3,DL,Delhi,2W,Yamaha,3444
2022-03-01,2022,Q1,3,DL,Delhi,2W,Royal Enfield,1218
2022-03-01,2022,Q1,3,DL,Delhi,3W,Bajaj,2079
2022-03-01,2022,Q1,3,DL,Delhi,3W,TVS,1302
2022-03-01,2022,Q1,3,DL,Delhi,3W,Mahindra,1041
2022-03-01,2022,Q1,3,DL,Delhi,3W,Piaggio,1058
2022-03-01,2022,Q1,3,DL,Delhi,3W,Force Motors,655
2022-03-01,2022,Q1,3,DL,Delhi,4W,Maruti Suzuki,5292
2022-03-01,2022,Q1,3,DL,Delhi,4W,Hyundai,2184
2022-03-01,2022,Q1,3,DL,Delhi,4W,Tata Motors,1638
2022-03-01,2022,Q1,3,DL,Delhi,4W,Mahindra,1562
2022-03-01,2022,Q1,3,DL,Delhi,4W,Honda,1260
2022-03-01,2022,Q1,3,DL,Delhi,4W,Toyota,1344
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Hero,14112
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Honda,7560
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Bajaj,5544
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,TVS,3906
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Yamaha,3444
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Royal Enfield,1218
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Bajaj,2079
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,TVS,1302
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Mahindra,1041
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Piaggio,1058
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Force Motors,655
